id,category,mpd_dimension,core_field,sdg_or_sdgplus,target,indicator_family,item,definition,unit,polarity,archetype,scoring_mode,source_ids,measurement_type,numerator_denominator,calculation_formula_plain,thresholds,bm,bm_150pct,bm_250pct,non_compensation_red_line,assurance_level_required,data_quality_minimum,publication_readiness,badges
WOK-SYS-142,SYS / System,Planet,Wasser,SDG 14 – Unter Wasser,14.a,Meeres‑Kooperationen,Meeres‑Kooperationen – Kooperationen,"aktive, evaluierte Partnerschaften/Jahr",#/Jahr,higher_is_better,higher_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; WJP_RULE_OF_LAW; VDEM; SOCIAL_VALUE_SROI,indicator_specific,"Wert gemäß definierter Messgröße; Zähler, Nenner, Einheit, Systemgrenze und Zeitraum je WÖk-ID dokumentieren.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥5:+3; 3–4:+2; 1–2:0; 0:‑2', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥5:+3; 3–4:+2; 1–2:0; 0:‑2,1.5,2.25,3.75,Nein,mittel: fachliche Plausibilisierung und Quellenprüfung,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-200,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.1,Mikroplastik in Abwasser,Mikroplastik in Abwasser – Entnahme (WSI),Wasserentnahme × Wasserstressindex,m³*WSI,lower_is_better,reg_limit,benchmark_relative_calibration_required,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_14046; WRI_AQUEDUCT,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3', Polarity='lower_is_better', Archetype='reg_limit'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,1.0,1.2,1.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-201,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.1,Mikroplastik in Abwasser,Mikroplastik in Abwasser – Reuse,Anteil wiederverwendetes Prozesswasser,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_14046; WRI_AQUEDUCT,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-202,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.1,Mikroplastik in Abwasser,Mikroplastik in Abwasser – Abwasserqualität,Proben > Grenzwert,%,lower_is_better,reg_limit,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_14046; WRI_AQUEDUCT,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≤50% Grenzwert:+3; ≤75%:+2; ≤100%:0; 101–120%:‑2; >120%:‑3', Polarity='lower_is_better', Archetype='reg_limit'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≤50% Grenzwert:+3; ≤75%:+2; ≤100%:0; 101–120%:‑2; >120%:‑3,1.0,1.2,1.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-POL-110,POL / Politik/Regulatorik,Planet,Wasser,SDG 14 – Unter Wasser,14.1,DNSH Wasser,DNSH Wasser – Spezifische Emissionen,CO₂e je kWh (LCA),g CO₂e/kWh,lower_is_better,lower_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; EU_TAXONOMY; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≤100:+3; 101–250:0; >250:‑2', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≤100:+3; 101–250:0; >250:‑2,175.5,263.25,438.75,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-POL-111,POL / Politik/Regulatorik,Planet,Wasser,SDG 14 – Unter Wasser,14.1,DNSH Wasser,DNSH Wasser – DNSH‑Konformität,‚Do No Significant Harm‘ erfüllt,% Aktivitäten,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; EU_TAXONOMY; ISO_14046; WRI_AQUEDUCT,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-POL-112,POL / Politik/Regulatorik,Planet,Wasser,SDG 14 – Unter Wasser,14.1,DNSH Wasser,DNSH Wasser – TSC‑Schwellen,Anteil unter technischen TSC‑Grenzen,% Aktivitäten,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; EU_TAXONOMY; ISO_14046; WRI_AQUEDUCT,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-203,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.c,Schifffahrt Emissionen/Spill,Schifffahrt Emissionen/Spill – EE‑Anteil,Anteil erneuerbarer Energien am Strombezug,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-204,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.c,Schifffahrt Emissionen/Spill,Schifffahrt Emissionen/Spill – Intensität,Energie je Output/Umsatz,kWh/€ Mio bzw. kWh/t,lower_is_better,lower_is_better_abs,benchmark_relative_calibration_required,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064,lower_is_better_metric,"Wert = gemessene Belastung, Risiko- oder Intensitätskennzahl je funktionaler Einheit; niedriger ist besser.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,1.0,1.5,2.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-205,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.c,Schifffahrt Emissionen/Spill,Schifffahrt Emissionen/Spill – Effizienz (PUE)*,Effizienz Rechenzentrum/IT‑Betrieb (falls zutreffend),PUE,lower_is_better,pue,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064; ISO_14067; ISO_IEC_27701,pue,PUE = Gesamtenergie Rechenzentrum / IT-Energie; Klimazone und Messzeitraum offenlegen.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≤1,2:+3; 1,21–1,4:+2; 1,41–1,6:0; 1,61–1,8:‑2; >1,8:‑3', Polarity='lower_is_better', Archetype='pue'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≤1,2:+3; 1,21–1,4:+2; 1,41–1,6:0; 1,61–1,8:‑2; >1,8:‑3",1.505,2.2575,3.7625,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-206,E / Umwelt,Planet,Biodiversität/Boden,SDG 15 – An Land,15.5,Biodiversität Nettoeffekt,Biodiversität Nettoeffekt – Nettoeffekt,Net Gain/No Net Loss/Net Loss,Qualitativ → Klasse,higher_is_better,higher_is_better_abs,qualitative_biodiversity,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; CBD_GBF; EN_15978,indicator_specific,"Wert gemäß definierter Messgröße; Zähler, Nenner, Einheit, Systemgrenze und Zeitraum je WÖk-ID dokumentieren.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Net Gain:+3; No Net Loss:0; Net Loss:‑2/‑3', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Net Gain:+3; No Net Loss:0; Net Loss:‑2/‑3,0.5,0.75,0.9,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; qualitative review required; red line; source mapped; exact disclosure missing
WOK-E-207,E / Umwelt,Planet,Biodiversität/Boden,SDG 15 – An Land,15.5,Biodiversität Nettoeffekt,Biodiversität Nettoeffekt – Landumwandlung,Neue Flächen mit hohem Risiko,ha/Jahr,lower_is_better,lower_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; CBD_GBF; EN_15978,lower_is_better_metric,"Wert = gemessene Belastung, Risiko- oder Intensitätskennzahl je funktionaler Einheit; niedriger ist besser.","AutoScore = ScoreByThreshold(Messwert, Schwellen='0:+3; ≤1:+2; ≤3:0; ≤5:‑2; >5:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",0:+3; ≤1:+2; ≤3:0; ≤5:‑2; >5:‑3,3.0,4.5,7.5,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-E-208,E / Umwelt,Planet,Biodiversität/Boden,SDG 15 – An Land,15.5,Biodiversität Nettoeffekt,Biodiversität Nettoeffekt – Deforestationsfrei,Anteil deforestationsfreie Rohstoffe,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; CBD_GBF; EN_15978,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3,82.0,100.0,100.0,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-SC-134,SC / Lieferkette,Planet,Biodiversität/Boden,SDG 15 – An Land,15.2,Entwaldungsfrei,Entwaldungsfrei – ESG‑Spend‑Coverage,Anteil verifizierter ESG‑Daten am Spend,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,59.5,89.25,100.0,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-SC-135,SC / Lieferkette,Planet,Biodiversität/Boden,SDG 15 – An Land,15.2,Entwaldungsfrei,Entwaldungsfrei – Kinder/Zwangsarbeit,Audits ohne Verstöße,% Lieferanten,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_RBC_DD,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3,82.0,100.0,100.0,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-SC-136,SC / Lieferkette,Planet,Biodiversität/Boden,SDG 15 – An Land,15.2,Entwaldungsfrei,Entwaldungsfrei – Scope‑3 Daten,Primärdaten‑Abdeckung,% Kategorien,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3,49.5,74.25,100.0,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
